涉	しょう,わたる
明斗	あくと,はると,めいと
明之	あきゆき,としゆき,はるゆき
明馬	あすま,はるま
明彦	あきひこ,はるひこ
明敏	あきとし,ひろとし
明豊	あくと,はると
明満	あきみつ,あけみつ
明也	あきや,はるただ,めいや
明弥	あきや,のりや,はるや,めいや
明矢	あきや,のりや
明優	あきひろ,あきまさ,はるや
明利	あきとし,はるき
明翔	はると,ひろと,めいと
茂	しげる,つとむ
茂一	しげいち,しげかず
茂壱	しげいち,ともいち
茂紀	しげき,しげとし,しげのり
茂規	しげき,しげのり
茂記	しげき,しげのり
茂貴	しげき,しげたか
茂起	しげき,しげゆき
茂輝	しげき,もとき
茂史	しげふみ,たかし
茂寿	しげとし,しげひさ
茂章	しげあき,しげふみ
茂正	しげただ,しげまさ
茂生	しげお,しげき
茂大	しげひろ,しげまさ
茂徳	しげなり,しげのり
茂彦	しげひこ,とよひこ
茂悠	しげはる,しげひさ
茂雄	しげお,しげたか
茂和	しげかず,とうわ
孟	たけし,つとむ,はじめ
孟史	たけし,ともひさ
孟之丞	たけのじょう,たけのすけ
猛	たけお,たけき,たけし,たける,つよし
猛史	たけし,たけふみ
猛之	たけし,たけゆき
木太郎	きたろう,こたろう
貰心	えいしん,せいしん
紋太	あやた,ぶんた
紋汰	あやた,ぶんた
紋大	あやた,ぶんた
夜空	ないと,よぞら
弥希	ひろき,みつき
弥輝	ひろき,みつき
弥玖	みつき,よしひさ
弥幸	ひろゆき,みつゆき
弥士	ひさし,ひろと
弥秀	みつひで,よしひで
弥成	ひさなり,みつなり
弥彦	みつひこ,やすひこ
弥也	ひさなり,ひろや,みつなり
靖	じょう,やすし
靖一朗	じょういちろう,せいいちろう
靖介	じょうすけ,せいすけ
靖規	やすき,やすのり
靖輝	やすき,やすてる
靖亨	のぶゆき,やすゆき
靖享	やすたか,やすゆき
靖行	のぶゆき,やすゆき
靖史	せいじ,やすし,やすふみ
靖士	せいじ,やすし
靖治	せいじ,やすはる
靖人	せいと,やすと,やすひと
靖仁	せいじ,やすと,やすひと
靖生	やすお,やすき
靖太郎	じょうたろう,せいたろう
靖大	せいた,やすひろ
靖二	せいじ,やすし
靖也	せいや,やすなり
靖弥	じんや,せいや
靖雄	せいゆう,やすお
柳真	りゅうしん,りゅうま
柳大	りゅうた,りゅうだい
柳平	りゅうへい,りょうへい
諭	さとし,さとる,まさる
唯介	ただすけ,ゆうすけ
唯史	ただし,ただふみ
唯士	ただし,ゆいと
唯仁	ただひろ,ゆいと
唯生	ただお,ゆいき
唯徳	ただのり,ゆいと
唯敏	ただとし,ゆいと
佑貴	ゆうき,ゆたか
佑玖	たすく,ゆうく
佑空	たすく,ゆうく
佑弦	ゆいと,ゆうげん
佑絃	ゆいと,ゆうげん,ゆうと
佑哉	ゆうすけ,ゆうや
佑史	ゆうし,ゆうじ
佑士	ゆうし,ゆうじ,ゆうと
佑子	ゆうし,ゆうじ
佑至	ゆうし,ゆうじ
佑俊	ゆうしゅん,ゆうと
佑将	ゆうすけ,ゆうま
佑真	ゆうしん,ゆうま
佑仁	ゆうじ,ゆうじん,ゆうと
佑征	ゆうせい,ゆうと
佑生	ゆうき,ゆうせい
佑生仁	ゆきと,ゆきひと
佑誠	ゆうせい,ゆうま
佑太	ゆうた,ゆうと
佑太郎	じょうたろう,ゆうたろう
佑大	ゆうた,ゆうだい,ゆうと
佑来	たすく,ゆうき
佑來	たすく,ゆうき
優葵	まさき,ゆうき
優育	ゆうい,ゆうすけ
優音	はると,ひろと,ゆうと
優雅	ゆうが,ゆうま,ゆうや
優希	ひろき,まさき,ゆうき,ゆうすけ
優希啓	ゆきはる,ゆきひろ
優毅	まさき,ゆうき
優季	まさき,ゆうき
優稀	ひろき,まさき,ゆうき
優紀	まさき,ゆうき
優記	まさき,ゆうき
優貴	ひろき,ひろたか,まさたか,ゆうき,ゆたか
優輝	ひろき,まさき,ゆうき
優騎	まさき,ゆうき
優吉	ゆうき,ゆきち
優共	まさと,まさとも
優喬	まさたか,ゆたか
優敬	まさゆき,ゆうけい,ゆたか
優憲	まさのり,ゆうけん
優賢	まさかつ,ゆうけん,ゆうげん
優絃	ゆいと,ゆうげん
優乎	ひろや,まさや,ゆうや
優虎	ひろと,まさと,まさとら,ゆうご,ゆうと
優孝	ひろたか,ひろゆき,まさたか,ゆうこう,ゆたか
優幸	ゆうき,ゆうご
優昂	まさたか,ゆたか
優行	ひろゆき,まさゆき
優剛	ゆうご,ゆうごう,ゆたか
優豪	ゆうご,ゆうごう
優哉	ひろや,まさや,ゆうや
優司	ゆうし,ゆうじ
優史	ひろふみ,まさし,まさふみ,ゆうし,ゆうじ
優士	ゆうし,ゆうじ,ゆうと
優子	ゆうご,ゆうじ
優志	まさし,まさむね,まさゆき,ゆうし,ゆうじ
優志郎	ゆうしろう,ゆうじろう
優糸	ゆいと,ゆうし
優至	ゆうし,ゆうじ
優詞	ゆうし,ゆうじ
優詩	ゆうし,ゆうた
優治	ゆうし,ゆうじ
優樹	ひろき,まさき,ゆうき
優宗	まさむね,ゆたか
優秋	まさあき,まさと
優十	ひろと,ゆうと
優春	まさはる,ゆうしゅん
優駿	まさとし,ゆうしゅん
優勝	ゆうしょう,ゆうた
優将	ゆうしょう,ゆうすけ,ゆたか
優彰	ひろあき,まさあき
優昭	ひろあき,まさあき
優祥	ゆうき,ゆうし,ゆうしょう
優伸	まさのぶ,ゆうしん
優心	まさと,まさむね,ゆうご,ゆうし,ゆうしん,ゆうじん,ゆうと,ゆたか
優真	あきまさ,ひろま,ひろまさ,ゆうしん,ゆうま
優臣	まさおみ,ゆうしん,ゆうじん
優親	まさちか,ゆうしん
優進	まさゆき,ゆうしん
優人	ひろと,まさと,まさひと,ゆうじん,ゆうすけ,ゆうと
優仁	ひろと,まさと,まさひと,ゆうじ,ゆうじん,ゆうと
優征	かつまさ,ゆうせい
優成	まさなり,ゆうせい
優政	ひろまさ,ゆうせい
優星	ゆうき,ゆうせい
優晴	まさはる,ゆうせい,ゆは
優正	まさただ,ゆうせい,ゆうま
優生人	ゆいと,ゆうと
優聖	ひろと,ゆうせい,ゆうと
優誠	ゆうせい,ゆうま
優聡	まさと,ゆうと
優太	ゆうた,ゆうだい,ゆうと
優太佳	ひろたか,まさたか,ゆたか
優太加	ひろたか,まさたか,ゆたか
優太花	ひろたか,まさたか,ゆたか
優太華	ひろたか,まさたか,ゆたか
優太香	ひろたか,まさたか,ゆたか
優泰	まさひろ,まさやす,ゆうた,ゆうだい
優大	まさとも,まさひろ,ゆうた,ゆうだい,ゆうと
優鷹	まさたか,ゆたか
優知	まさとも,ゆうじ
優典	まさのり,ゆうすけ
優斗	ひろと,まさと,ゆうと
優杜	ひろと,ゆうと
優都	ひろと,まさと,ゆうと
優冬	まさと,ゆうと
優道	まさみち,ゆうい
優篤	まさひろ,ゆうま
優宝	ゆうた,ゆうと,ゆたか
優朋	まさとも,ゆうと
優明	ひろあき,まさあき
優也	ひろや,まさや,ゆうや
優夜	ひろや,ゆうや
優弥	ひろや,まさや,ゆうや
優矢	ひろや,ゆうや
優悠	まさはる,ゆうと
優来	まさき,ゆうき
優琉	うりゅう,すぐる,まさる
優隆	ひろたか,まさたか,ゆたか
優龍	うりゅう,ゆうた
優瑠	うりゅう,すぐる,まさる
優來	ゆうき,ゆうく
優暉	まさき,ゆうき
優橙	ゆうだい,ゆうと
優琥	ゆうく,ゆうご
優眞	ゆうしん,ゆうま
優綺	まさき,ゆうき
優翔	ひろと,まさと,ゆうが,ゆうし,ゆうしょう,ゆうと
勇音	はやと,ゆうと
勇叶	はやと,ゆうと
勇希	はやき,ゆうき
勇久	さく,ゆうき
勇空	さく,ゆうく
勇研	ゆうけん,ゆうと
勇弦	ゆいと,ゆうげん
勇絃	ゆいと,ゆうげん
勇己	はやき,ゆうき
勇司	ゆうし,ゆうじ
勇史	ゆうし,ゆうじ
勇史朗	ゆうしろう,ゆうじろう
勇士	はやと,ゆうし,ゆうじ,ゆうと
勇志	たけし,ゆうし,ゆうじ
勇心	ゆうご,ゆうしん
勇真	ゆうしん,ゆうま
勇神	ゆうしん,ゆうじん
勇芯	ゆうしん,ゆうじん
勇人	たけと,はやと,ゆうじん,ゆうと
勇仁	たけひと,としまさ,はやと,ゆうじ,ゆうじん,ゆうと
勇成	たける,ゆうせい
勇生	いさお,はやせ,ゆうき,ゆうしょう,ゆうせい
勇生人	ゆいと,ゆうと
勇聖	ゆうき,ゆうせい
勇聡	はやと,ゆうと
勇多	はやた,ゆうた
勇太	はやた,ゆうた,ゆうだい
勇太郎	ゆうたろう,ようたろう
勇汰	はやた,ゆうた
勇大	たけひろ,はやた,ゆうき,ゆうた,ゆうだい
勇天	はやて,ゆたか
勇斗	はやと,ゆうと
勇渡	はやと,ゆうと
勇登	たけと,はやと,ゆうと
勇都	はやと,ゆうと
勇冬	たけと,ゆうと
勇飛	はやと,ゆうと
勇百	はやと,ゆうと
勇平	ゆうへい,ようへい
勇耶	いさや,ゆうや
勇佑	さすけ,ゆうすけ
勇祐	さすけ,ゆうすけ
勇亮	ゆうすけ,ゆうま
勇橙	ゆうだい,ゆうと
勇翔	はやと,ゆうが,ゆうしょう,ゆうと
友葵	ともき,ゆうき
友偉	ともひで,ゆうい
友維	ともゆき,ゆうすけ
友一	ともいち,ともかず,ゆういち
友一郎	ともいちろう,ゆういちろう
友雅	ともまさ,ゆうが
友幹	ともき,ゆうき
友喜	ともき,ともよし,ゆうき
友基	ともき,ゆうき
友希	ともき,ゆうき
友毅	ともき,ゆうき
友稀	ともき,ゆうき
友紀	ともき,とものり,ゆうき
友規	ともき,とものり,ゆうき
友貴	ともき,ともたか,ゆうき,ゆたか
友軌	ともき,ゆうき
友輝	ともき,ともてる,ゆうき
友啓	ともあき,ともひろ
友慶	とものり,ともよし
友謙	とものり,ゆうけん
友玄	ともはる,ゆうげん
友絃	ゆいと,ゆうげん,ゆうと
友己	ともき,ゆうき
友光	ともてる,ともみつ
友佐	ともよし,ゆうすけ
友哉	ともなり,ともや,ゆうき,ゆうや
友史	ともふみ,ゆうじ
友嗣	ともつぐ,ゆうじ
友次	ともつぐ,ゆうじ
友治	ともはる,ゆうじ
友寿	ともかず,ともひさ
友樹	ともき,ゆうき
友尚	ともなお,ゆうしょう
友晶	ともあき,ともまさ
友照	ともあき,ともてる
友城	ともき,ゆうき
友信	とものぶ,ゆうしん
友人	ゆうじん,ゆうと
友仁	ともひと,ゆうじん,ゆうと
友成	ともなり,ゆうせい
友政	ともまさ,ゆうせい
友晴	ともはる,ゆうせい
友正	ともまさ,ゆうせい
友生	ゆうき,ゆうせい
友誠	ともあき,ともなり,ゆうせい
友太	ともた,ゆうた
友太郎	ともたろう,ゆうたろう
友大	ともひろ,ゆうた,ゆうだい
友哲	ともあき,とものり
友登	とものぶ,ゆうと
友透	ともゆき,ゆうと
友之介	とものすけ,ゆうのすけ
友之助	とものすけ,ゆうのすけ
友之祐	とものすけ,ゆうのすけ
友也	ともなり,ともや,ゆうや
友耶	ともや,ゆうや
友悠	ともはる,ともひさ
友祐	ともひろ,ゆうすけ
友裕	ともひろ,ゆうすけ
友隆	ともたか,ゆたか
友亮	ともあき,ゆうすけ
友路	ともみち,ゆうじ,ゆうろ
友朗	ともあき,ともろう
友彌	ともや,ゆうや
友晟	ともあき,ゆうせい
友暉	ともあき,ともき,ゆうき
友煌	ともき,ゆうき
友翔	ゆうしょう,ゆうと
友麒	ともき,ゆうき
宥希	ひろき,ゆうき
宥輝	ひろき,ゆうき
宥哉	ひろや,ゆうや
宥士	ひろと,ゆうし
宥人	ひろと,ひろひと,ゆうと
宥仁	ひろと,ゆうじん,ゆうと
宥太	ひろと,ゆうた
宥斗	ひろと,ゆうと
宥杜	ひろと,ゆうと
宥都	ひろと,ゆうと
宥弥	ひろや,ゆうや
宥翔	ひろと,ゆうし,ゆうと
悠ノ介	はるのすけ,ゆうのすけ
悠葵	はるき,ゆうき
悠依	はるい,ゆうい
悠偉	とおい,ゆうい
悠維	はるまさ,ゆうい
悠衣	とおい,ゆうい,ゆうき
悠一	はるひと,ゆういち
悠壱	とおい,はるひと,ゆういち
悠允	はるみつ,ゆうすけ
悠永	はると,ゆうと
悠遠	はると,ゆうと
悠央	はるあき,はるお,はるちか,はるひさ,はるひろ
悠音	はると,ひろと,ゆうと
悠牙	はるき,ゆうが
悠雅	はるまさ,ゆうが
悠岳	はるたか,ゆうが,ゆたか
悠幹	はるき,ゆうき
悠伎	はるき,ゆうき
悠喜	はるき,はるのぶ,ゆうき
悠基	はるき,ゆうき
悠岐	はるき,ゆうき
悠希	はるき,ゆうき
悠揮	はるき,ゆうき
悠旗	はるき,ゆうき
悠毅	はるき,ゆうき
悠季	はるき,ゆうき
悠稀	はるき,はるま,ゆうき,ゆうま
悠紀	はるき,ひさのり,ゆうき
悠記	はるき,ゆうき
悠貴	はるき,はるたか,ひさたか,ゆうき,ゆうと,ゆたか
悠起	はるき,ゆうき
悠輝	はるき,ゆうき
悠輝也	ゆきなり,ゆきや
悠騎	はるき,ゆうき
悠義	はるちか,はるよし,ひさよし
悠吉	ゆうき,ゆきち
悠桔	はるき,ゆうき
悠久	はるき,はるく,はるひさ,ゆうき
悠恭	ゆうすけ,ゆたか
悠響	はるき,ゆうき
悠玖	はるく,はるひさ,ゆうき,ゆうく
悠空	はるく,ゆうく
悠慶	はるちか,はるよし,ゆうけい
悠敬	はるたか,ひさたか,ゆたか
悠健	はるたけ,ゆうけん
悠研	はると,ゆうと
悠賢	ゆうけん,ゆうげん
悠顕	はるあき,ゆうけん
悠元	はるちか,ゆうげん
悠弦	ゆいと,ゆうげん
悠玄	ゆうく,ゆうけん,ゆうげん
悠絃	はると,ゆいと,ゆうげん,ゆうと
悠己	はるき,ゆうき
悠虎	はると,ゆうと
悠碁	はるき,ゆうご
悠功	はるく,はるのり,はるよし
悠孝	はるたか,ゆたか
悠幸	はるき,はるゆき,ひさゆき,ゆうご,ゆたか
悠晃	はるあき,ゆうご
悠高	はるたか,ゆたか
悠剛	ゆうご,ゆうごう
悠豪	ゆうご,ゆうごう
悠哉	とおや,はるや,ゆうき,ゆうや
悠采	はると,ゆうと
悠司	はるし,ひさし,ゆうし,ゆうじ
悠史	はるちか,はるひと,はるふみ,ひさし,ゆうし,ゆうじ
悠嗣	ゆうし,ゆうじ
悠士	はるし,はると,ひさと,ゆうし,ゆうじ,ゆうと
悠士郎	ゆうしろう,ゆうじろう
悠志	はるゆき,ひさし,ゆうし,ゆうじ
悠至	はるゆき,ゆうし,ゆうじ
悠詞	ひさし,ゆうし,ゆうじ
悠詩	はるし,はるた,ひさし,ゆうし,ゆうた
悠時	はると,ゆうじ
悠次	ゆうし,ゆうじ
悠次郎	ゆうしろう,ゆうじろう
悠滋	ゆうし,ゆうじ
悠治	ゆうし,ゆうじ
悠示	ゆうし,ゆうじ
悠蒔	はるま,ゆうま
悠守	はるま,ゆうま
悠寿	はると,はるとし,はるひさ,ゆうと
悠樹	はるき,ゆうき
悠十	はると,ゆうと
悠峻	はるたか,ゆたか
悠将	はるまさ,ゆうしょう,ゆうすけ,ゆうま
悠尚	はるひさ,ゆうしょう
悠昭	はるあき,ゆうしょう
悠城	はるき,ゆうき
悠信	はるあき,はるのぶ,ひさのぶ,ゆうしん,ゆうま
悠心	はると,ゆうご,ゆうしん
悠慎	はるま,ゆうしん,ゆうま
悠真	とおま,はるま,はるまさ,ゆうしん,ゆうま
悠秦	ゆうしん,ゆうじん
悠臣	はるおみ,ゆうしん,ゆうじん
悠親	はるちか,ゆうしん
悠人	ちかと,はると,はるひと,ひさと,ひろと,ゆうじん,ゆうと
悠仁	しゅうと,はると,はるひと,ひさと,ゆうじ,ゆうじん,ゆうと
悠訊	はると,ゆうしん
悠図	はやと,はると
悠嵩	はるたか,ひさたか,ゆたか
悠征	はると,ゆうせい,ゆうと
悠成	はるなり,ひさなり,ゆうせい
悠晴	ひさはる,ゆうせい
悠清	ゆうしん,ゆうせい
悠生人	ゆいと,ゆうと
悠聖	はると,ゆうし,ゆうせい,ゆうと
悠誠	はるま,ゆうせい,ゆうま
悠説	はると,ゆうと
悠善	はるよし,ゆうぜん
悠禅	ひさよし,ゆうぜん
悠聡	はると,ゆうと
悠多	はるた,ゆうた
悠太	はるた,はると,はるひろ,ゆうた,ゆうだい
悠太朗	はるたろう,ゆうたろう
悠太郎	はるたろう,ゆうたろう
悠汰	はるた,ゆうた,ゆうだい
悠泰	はるた,ゆうた,ゆうだい
悠大	はるき,はるた,はると,はるひろ,ゆうき,ゆうた,ゆうだい
悠鷹	はるたか,ゆたか
悠達	はると,ゆうと
悠辰	ゆうしん,ゆうた
悠知	はるとも,ゆうし,ゆうと
悠跳	はると,ゆうと
悠天	はるたか,はるま,ゆうま,ゆたか
悠兎	はると,ゆうと
悠徒	はると,ゆうと
悠斗	はると,ひさと,ゆうと
悠杜	はると,ひさと,ゆうと
悠渡	はると,ゆうと
悠登	はると,ひさと,ゆうと
悠途	はると,ゆうと
悠都	はると,ひさと,ゆうと
悠土	はると,ゆうと
悠冬	はると,ゆうと
悠透	はると,ゆうと
悠道	はるみち,ゆうい
悠徳	はると,ひさのり,ゆうと
悠乃介	はるのすけ,ゆうのすけ
悠之	はるゆき,ひさゆき
悠之介	はるのすけ,ゆうのすけ
悠之助	はるのすけ,ゆうのすけ
悠之亮	はるのすけ,ゆうのすけ
悠馬	はるま,ゆうま
悠隼	はると,はるとし,ゆうと
悠飛	はると,ゆうと
悠敏	はると,はるとし
悠富	はると,ゆうと
悠冨	はると,ゆうと
悠舞	とおま,はるま,ゆうま
悠文	はるふみ,ゆいと
悠平	しゅうへい,ゆうへい
悠豊	はると,ひさと,ゆうと
悠摩	しげはる,はるま,ゆうま
悠磨	とおま,はると,はるま,ゆうま
悠麻	はるま,ゆうま
悠槙	はるま,ゆうしん,ゆうま
悠万	とおま,はるま,ゆうま
悠満	はるま,ゆうま
悠木	はるき,ゆうき
悠門	はると,ゆうと
悠也	とおや,はるや,ゆうや
悠冶	とおや,はると,はるや,ゆうや
悠弥	とおや,はるや,ゆうや
悠矢	はるや,ゆうや,ゆや
悠靖	はるやす,ゆうせい
悠優	はるま,はるまさ
悠友	はると,はるとも,ゆうすけ,ゆうと
悠由	はるゆき,はるよし,ひさよし
悠来	はるき,ゆうき
悠留	とおる,はると
悠隆	はるたか,ゆたか
悠良	ちから,ひさよし,ゆうすけ
悠呂	はるとも,ゆうろ
悠路	はるみち,ゆうじ,ゆうろ
悠和	はるちか,ひさかず,ゆうが
悠來	はるき,はるく,ゆうき
悠昊	はるひろ,ゆうこう
悠暉	はるき,ゆうき
悠椰	はるや,ゆうや
悠橙	はると,ゆうだい,ゆうと
悠煌	はるき,ゆうき
悠眞	はるま,ゆうしん,ゆうじん,ゆうま
悠綺	はるき,ゆうき
悠翔	はると,はるま,ひさと,ゆうが,ゆうし,ゆうしょう,ゆうた,ゆうと
悠茉	とうま,とおま,はるま,ゆうま
憂大	ゆうた,ゆうだい
憂翔	ゆうが,ゆうしょう,ゆうと
有壱	ともいち,ゆういち
有音	なおと,ゆうと
有喜	なおき,ゆうき
有紀	なおき,ゆうき
有紘	みちひろ,ゆうこう
有司	ゆうし,ゆうじ
有史	ゆうし,ゆうじ
有志	ゆうし,ゆうじ
有将	ゆうしょう,ゆうすけ
有章	ともあき,ともき,ゆうしょう
有人	ありと,なおと,ゆうと
有生	なおき,ゆうい,ゆうき,ゆうせい
有生人	ゆいと,ゆうと
有泰	ゆうた,ゆうだい
有斗	ありと,ゆうと
有登	ありと,ゆうと
有都	ありと,ゆうと,りいち
有唯	ゆうい,ゆうた
有来	ゆうき,りく
柚音	ゆうと,ゆずと
柚士	ゆうし,ゆうと
柚人	ゆうと,ゆずと
柚仁	ゆうと,ゆずと
柚汰	ゆうた,ゆうだい
柚斗	ゆうと,ゆずと
柚登	ゆうと,ゆずと
柚都	ゆうと,ゆずと
柚冬	ゆうと,ゆずと
柚翔	ゆうしょう,ゆうと,ゆずと
湧音	ゆうと,わくと
湧史	ゆうし,ようじ
湧士	ゆうじ,ゆうと,わくと
湧志	ゆうし,ゆうじ
湧人	ゆうと,わくと
湧仁	ゆうじん,ゆうと,わくと
湧清	ゆうしん,ゆうせい
湧生	ゆうき,ゆうせい
湧太	ゆうた,ゆうだい,ようた
湧大	ゆうき,ゆうた,ゆうだい
湧斗	ゆうと,わくと
湧輔	ゆうすけ,ようすけ
湧翔	ゆうしょう,ゆうと,わくと
由葵	ゆうき,よしき
由一	ゆういち,よしかず
由音	なおと,ゆいと,ゆうと
由雅	ゆいが,ゆうが,よしまさ
由岳	ゆたか,よしたか
由喜	ゆうき,よしき
由基	ゆうき,よしき
由希	ゆうき,よしき
由季	ゆいき,ゆうき,よしき
由稀	ゆうき,よしき
由紀	ゆうき,よしき,よしのり
由規	ゆうき,よしき,よしのり
由貴	ゆうき,ゆきたか,ゆたか,よしき,よしたか
由起	ゆうき,よしき
由輝	ゆうき,よしき,よしてる
由騎	ゆうき,よしき
由久	ゆうき,ゆきひさ,よしき,よしひさ
由己	ゆうき,よしき
由孝	ゆたか,よしたか
由幸	ゆうき,ゆたか,よしゆき
由昂	ゆたか,よしあき
由紘	ゆきひろ,よしひろ
由高	ゆたか,よしたか
由哉	ゆうや,よしや
由嗣	ゆうし,よしつぐ
由治	ゆうじ,よしはる
由疾	ゆいと,よりと
由樹	なおき,ゆうき,よしき
由宗	よしたか,よしむね
由唱	ゆうしょう,ゆうた
由将	ゆうすけ,よしのぶ,よしまさ
由尚	よしたか,よしなお,よしひさ
由昌	よしあき,よしまさ
由昭	ゆうしょう,よしあき
由信	ゆうしん,よしのぶ
由真	ゆうま,よしまさ
由人	ゆいと,ゆうじん,ゆうと,よしと,よしひと
由仁	ゆいと,ゆうじ,ゆうじん,ゆうと,よしひと
由崇	ゆたか,よしたか
由嵩	ゆたか,よしたか
由成	ゆうせい,よしなり
由晴	ゆうせい,よしはる
由生	ゆうい,ゆうき,よしお,よしき
由説	ゆいと,ゆうと
由太	ゆうた,ゆうと
由太花	ゆたか,よしたか
由太華	ゆたか,よしたか
由太香	ゆたか,よしたか
由太郎	ゆうたろう,よしたろう
由泰	ゆうた,ゆうだい
由大	ゆうだい,よしひろ
由拓	ゆうた,よしひろ
由哲	よしあき,よしのり
由徒	ゆうと,よしと
由斗	ゆいと,ゆうと,よしと
由登	ゆいと,ゆうと,よしと,よりと
由都	ゆいと,ゆうと,よしと
由也	ゆうや,よしなり,よしや
由悠	よしちか,よしはる,よしひさ
由裕	ゆうすけ,よしひろ
由隆	ゆたか,よしたか
由朗	よしあき,よしろう
由郎	よしお,よしろう
由晟	ゆうせい,よしあき
由橙	ゆいと,ゆうと
由眞	ゆうしん,ゆうま
由絆	ゆうき,よしき
由翔	なおと,ゆいと,ゆうしょう,ゆうと,よしと
祐葵	ひろき,ゆうき
祐音	ひろと,ゆうと
祐基	ひろき,まさき,ゆうき
祐希	ひろき,ゆうき
祐稀	ひろき,ゆうき
祐紀	ひろき,ゆうき
祐規	ひろき,ゆうき
祐貴	ひろたか,ゆうき
祐輝	ひろき,ゆうき,よしき
祐久	たすく,ひろひさ
祐圭	ゆうけい,ゆうた
祐憲	ひろのり,ゆうけん
祐賢	ひろたか,ひろただ,ゆうけん,ゆたか
祐弦	ゆいと,ゆうげん
祐己	まさき,ゆうき
祐伍	たくみ,ゆうご
祐孝	まさたか,ゆたか
祐宏	まさひろ,よしひろ
祐幸	ひろゆき,ゆうご,ゆたか
祐康	ひろやす,ゆうこう
祐哉	ひろや,まさき,ゆうや
祐史	ひろし,ひろふみ,まさし,ゆうし,ゆうじ
祐嗣	ゆうし,ゆうじ
祐士	ひろと,ゆうし,ゆうじ,ゆうと
祐志	まさし,ゆうし,ゆうじ
祐至	ゆうし,ゆうじ
祐樹	ひろき,まさき,ゆうき
祐将	ゆうしょう,ゆうすけ
祐心	ゆうご,ゆうしん
祐真	ゆうしん,ゆうま
祐臣	ひろおみ,まさおみ,ゆうしん,ゆうじん
祐人	たくと,ひろと,ゆうじん,ゆうと
祐仁	ひろと,まさひと,ゆうじ,ゆうじん,ゆうと,よしと
祐晴	ゆうせい,よしはる
祐清	ゆうしん,ゆうせい
祐生	ひろき,ゆうき,ゆうせい,ゆたか
祐聖	ゆうせい,ゆうま
祐聡	まさあき,ゆうと
祐太	ひろと,ゆうた,ゆうだい
祐大	まさひろ,ゆうた,ゆうだい
祐斗	ひろと,まさと,ゆうと
祐都	ひろと,ゆうと
祐道	ひろみち,ゆうと
祐之	ひろゆき,まさし,ゆうし
祐飛	ひろと,ゆうと
祐文	ゆいと,ゆうや
祐満	ひろみつ,ゆうま
祐明	ひろあき,まさあき,よしあき
祐也	まさや,ゆうや
祐弥	ひろや,ゆうや
祐来	たすく,ゆうき
祐隆	ひろたか,ゆたか
祐眞	ゆうしん,ゆうま
祐翔	ひろと,ゆうが,ゆうしょう,ゆうと
祐熙	ひろき,ゆうき
裕葵	ひろき,ゆうき
裕一	ひろかず,ゆういち
裕英	ひろひで,やすひで
裕音	ひろと,ゆうと
裕賀	ゆうが,ゆたか
裕雅	ひろまさ,ゆうが
裕喜	ひろき,ゆうき,よしき
裕基	しげき,ひろき,ゆうき,よしき
裕希	しげき,ひろき,ゆうき
裕季也	えいいちろう,ゆきや
裕紀	しげき,ひろき,ひろのり,ゆうき,ゆきのり
裕規	ひろき,ひろのり,ゆうき
裕貴	しげき,しげたか,しげとし,ひろあつ,ひろき,ひろたか,ひろたけ,ひろとし,ひろよし,まさき,まさたか,まさたけ,まさとし,みちたか,やすき,やすたか,やすとし,ゆうき,ゆたか,よしき,よしたか
裕輝	しげき,ひろき,ゆうき
裕義	ひろよし,よしのり
裕吉	ひろよし,ゆうき
裕久	ひろひさ,やすひさ,よしひさ
裕教	ひろのり,ひろゆき
裕慶	ひろよし,ゆうけい
裕絃	ひろと,ゆいと,ゆうと
裕幸	しげあき,しげき,しげたか,しげゆき,ひろあき,ひろき,ひろたか,ひろひで,ひろゆき,ひろよし,まさあき,まさき,まさたか,まさゆき,まさよし,みちあき,みちたか,やすあき,やすき,やすたか,やすゆき,ゆうき,ゆうこう,ゆうご,ゆたか,よしあき,よしき,よしたか,よしゆき
裕剛	ひろたか,ゆたか
裕哉	ひろや,ゆうや
裕司	ひろし,ゆうじ
裕史	ひろし,ひろふみ,やすし,ゆうし,ゆうじ
裕嗣	ひろし,ひろつぐ,ゆうし,ゆうじ
裕士	ひろし,ひろと,やすし,ゆうし,ゆうじ,ゆうと
裕市	ひろし,ゆういち
裕志	ひろし,ひろゆき,ゆうし,ゆうじ
裕詞	ひろし,ひろつぐ
裕樹	ひろき,ゆうき
裕充	ひろみち,ひろみつ
裕将	ひろまさ,ゆうすけ
裕章	ひろあき,ひろき,やすあき,ゆうしょう
裕丈	ひろたけ,ゆうた
裕伸	ひろのぶ,ゆうしん
裕信	ひろのぶ,ゆうしん
裕慎	ゆうしん,ゆうま
裕真	ひろま,ゆうしん,ゆうま
裕人	ひろと,ひろひと,ゆうじん,ゆうと
裕仁	ひろと,ひろひと,ゆうじ,ゆうじん,ゆうと
裕崇	ひろたか,やすたか
裕嵩	ひろたか,ゆたか
裕成	ひろしげ,ゆうせい
裕政	ひろのり,ゆうせい
裕晴	ひろはる,ゆうせい
裕正	ひろまさ,ゆうせい
裕生	ひろお,ひろき,やすお,ゆうき,ゆうせい
裕誠	ひろあき,ゆうせい,ゆうま
裕千	ひろゆき,やすゆき
裕宣	ひろのぶ,ひろのり
裕太	ひろた,ゆうた,ゆうだい,ゆうと
裕泰	のぶひろ,ひろやす,ゆうた,ゆうだい
裕大	ひろお,ゆうき,ゆうた,ゆうだい,ゆうと
裕達	ひろさと,ひろみち
裕男	ひろお,やすお
